[0, -0.037, 0, 0, 0, 0, 0]
[np.float64(0.20929582739670263), np.float64(-0.037000000000000005), np.float64(0.011460207612456749), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2140036637492367), np.float64(-0.03699999999999999), np.float64(0.013494809688581313), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.21941493995522085), np.float64(-0.037), np.float64(0.015197231833910037), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.22540460004070836), np.float64(-0.037000000000000005), np.float64(0.01656747404844291), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.23184758803175246), np.float64(-0.037), np.float64(0.01760553633217993), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.23861884795440663), np.float64(-0.03699999999999999), np.float64(0.018311418685121105), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2455933238347242), np.float64(-0.037), np.float64(0.018685121107266438), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.25264595969875836), np.float64(-0.037), np.float64(0.01872664359861592), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.25965169957256257), np.float64(-0.03699999999999999), np.float64(0.01843598615916955), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2664854874821901), np.float64(-0.03699999999999999), np.float64(0.017813148788927334), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2730222674536943), np.float64(-0.037), np.float64(0.016858131487889273), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.27913698351312843), np.float64(-0.03699999999999999), np.float64(0.015570934256055359), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2847045796865459), np.float64(-0.03699999999999999), np.float64(0.013951557093425597), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2896), np.float64(-0.037000000000000005), np.float64(0.01199999999999999), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2936981884795441), np.float64(-0.037), np.float64(0.00971626297577853), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2968740891512314), np.float64(-0.037), np.float64(0.007100346020761225), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.29900264604111537), np.float64(-0.037), np.float64(0.0041522491349480686), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2999588031752493), np.float64(-0.037), np.float64(0.0008719723183390648), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2999588031752493), np.float64(-0.037), np.float64(0.0008719723183390648), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2999588031752493), np.float64(-0.037), np.float64(0.0008719723183390648), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.2999588031752493), np.float64(-0.037), np.float64(0.0008719723183390648), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.3), np.float64(-0.037), 0, np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.3), np.float64(-0.037), 0, np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.3), np.float64(-0.037), 0, np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.3), np.float64(-0.037), 0, np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.3), np.float64(-0.037), 0, np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
[np.float64(0.3), np.float64(-0.037), 0, np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0)]
